exchange,symbol,time,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume
binance,DOGEUSDT,1643968800000,0.14070000,0.14100000,0.13970000,0.14000000,13423224.00000000,1643972399999,1882953.88050000,3614,7131704.00000000,1000254.54430000
