exchange,symbol,time,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume
binance,ETHUSDT,1643972400000,2832.66000000,2843.70000000,2820.62000000,2828.17000000,18186.47430000,1643975999999,51520679.34099600,46108,9513.77470000,26949503.36527200
